,ID,Street_cat,House №,Metro_cat,Time to metro,District_cat,Photos count
2207,265239568,248,12,97,7.0,3,23
2208,274972145,247,9,97,6.0,3,43
2209,272931811,244,1,97,10.0,3,25
2210,274784779,246,1,97,20.0,3,6
2211,274910415,252,15,97,20.0,3,22
2212,274826944,244,8,97,8.0,3,10
2213,253469416,244,17,97,11.0,3,6
2214,271801821,254,8,97,8.0,3,14
2215,274891649,103,0,98,18.0,3,14
2216,274964064,241,20,97,5.0,3,14
2217,273879237,241,43,97,11.0,3,9
2218,274733727,252,17,97,19.0,3,7
2219,274745379,246,14,99,12.0,3,9
2220,271265706,245,2,98,4.0,3,7
2221,272892423,249,6,97,4.0,3,11
2222,274997798,244,12,97,8.0,3,7
2223,268848551,249,12,97,10.0,3,6
2224,274875804,242,16,97,13.0,3,12
2225,274593479,245,2,98,4.0,3,11
2226,273515150,254,2,97,8.0,3,8
2227,177833513,103,0,97,18.0,3,21
2228,274963882,239,3,97,5.0,3,1
2229,274965829,245,8,98,12.0,3,9
2230,274376315,252,17,97,19.0,3,19
2231,273594168,246,25,99,17.0,3,15
2232,274665176,244,12,99,16.0,3,8
2233,273646497,246,14,99,14.0,3,9
2234,228406804,244,27,97,7.0,3,13
2235,274787939,246,14,99,12.0,3,18
2236,274252698,243,3,97,16.0,3,16
2237,274931535,253,1,97,8.0,3,10
2238,274916187,249,17,97,10.0,3,13
2239,260491015,253,1,97,11.0,3,17
2240,269114112,245,2,98,4.0,3,9
2241,274250560,245,2,98,4.0,3,11
2242,219639374,253,1,97,11.0,3,12
2243,274475800,245,2,98,5.0,3,16
2244,273387415,242,11,97,15.0,3,10
2245,273225721,254,2,97,7.0,3,5
2246,272496341,245,28,97,10.0,3,24
2247,274453255,249,19,97,10.0,3,12
2248,261103569,241,28,97,10.0,3,12
2249,274758906,241,20,97,3.0,3,14
2250,273456089,245,24,97,14.0,3,8
2251,274048626,244,17,97,10.0,3,12
2252,273639173,240,1,98,15.0,3,24
2253,274943358,240,1,98,16.0,3,23
2254,272423212,255,6,97,9.0,3,8
2255,273947575,241,10,97,8.0,3,12
2256,274556103,251,1,97,20.0,3,15
2257,273868979,247,3,97,12.0,3,9
2258,269040176,245,2,98,4.0,3,13
2259,268173372,253,1,97,10.0,3,11
2260,268567958,250,11,97,10.0,3,15
2261,159964171,241,11,97,3.0,3,18
2262,274930858,244,12,97,9.0,3,10
2263,274109243,103,0,97,15.0,3,19
2264,274408051,245,24,97,10.0,3,24
2265,273842021,249,9,97,5.0,3,11
2266,274487493,241,28,97,7.0,3,11
2267,274882924,244,13,97,12.0,3,11
2268,274408962,245,13,98,10.0,3,10
2269,273383658,247,9,97,8.0,3,10
2270,274168722,246,11,97,15.0,3,19
2271,235427408,241,8,97,5.0,3,14
2272,272422803,245,2,98,4.0,3,7
2273,274260520,243,3,97,14.0,3,7
2274,274921160,249,3,97,2.0,3,12
2275,274593457,247,3,97,7.0,3,12
2276,273335666,245,18,98,15.0,3,12
2277,273954955,241,28,97,7.0,3,20
2278,273319501,254,1,97,7.0,3,22
2279,274967330,251,1,97,35.0,3,17
2280,272687206,245,30,97,15.0,3,12
2281,274526643,254,6,97,10.0,3,21
2282,274603123,244,8,97,7.0,3,16
2283,274553645,251,1,97,12.0,3,13
2284,265023311,243,3,97,16.0,3,15
2285,274832436,249,3,97,1.0,3,13
2286,274486524,241,10,97,3.0,3,6
2287,263864468,240,1,90,10.0,3,21
2288,273141952,247,9,97,6.0,3,21
2289,274711878,249,6,97,6.0,3,13
2290,272805795,255,6,97,7.0,3,11
2291,274506034,245,40,97,13.0,3,8
2292,274095021,251,1,97,20.0,3,20
2293,273947329,246,14,99,10.0,3,20
2294,274163105,249,3,97,4.0,3,27
2295,274477333,241,2,97,8.0,3,30
2296,264951536,239,20,97,15.0,3,43
2297,273594086,254,11,97,7.0,3,8
2298,225734337,246,21,100,30.0,4,11
2299,272866986,242,2,97,11.0,3,38
2300,267515593,242,2,97,11.0,3,15
2301,274516234,254,6,97,8.0,3,17
2302,271483732,241,29,97,4.0,3,5
2303,273687916,249,15,97,8.0,3,20
2304,261356874,252,23,97,15.0,3,27
2305,269389745,243,5,97,12.0,3,33
2306,269616968,253,5,97,15.0,3,18
2307,273829264,239,13,97,13.0,3,21
2308,269254316,253,5,97,12.0,3,16
2309,274627285,245,28,97,16.0,3,19
2310,272051176,103,0,97,15.0,3,5
2311,274100542,254,6,97,8.0,3,19
2312,274898100,241,1,97,9.0,3,0
2313,274138378,247,7,97,8.0,3,8
2314,274409652,249,21,97,15.0,3,7
2315,274997477,246,7,97,12.0,3,17
2316,197132748,254,1,97,8.0,3,7
2317,274064500,245,34,100,12.0,4,10
2318,274610099,245,2,98,3.0,3,7
2319,274380587,241,21,97,5.0,3,12
2320,274960712,249,21,97,13.0,3,10
2321,274505171,245,22,97,15.0,3,13
2322,274658080,241,24,97,4.0,3,13
2323,274808562,239,11,97,13.0,3,8
2324,231419007,246,7,97,15.0,3,16
2325,266070970,246,14,99,12.0,3,18
2326,191023429,241,28,97,9.0,3,18
2327,274875023,242,10,97,17.0,3,11
2328,272609166,250,2,97,13.0,3,16
2329,273333985,247,3,97,11.0,3,13
2330,257883442,245,26,97,10.0,3,9
2331,274871636,242,11,97,17.0,3,7
2332,274682833,245,2,98,3.0,3,25
2333,274557946,253,11,97,17.0,3,11
2334,274735559,248,20,97,2.0,3,15
2335,274542818,249,5,97,5.0,3,7
2336,274500529,249,21,97,15.0,3,17
2337,274762909,251,1,97,20.0,3,10
2338,235483734,243,5,97,10.0,3,21
2339,273797814,251,1,97,20.0,3,10
2340,223105817,241,2,97,10.0,3,8
2341,273847019,255,3,97,5.0,3,21
2342,273823314,240,1,98,8.0,3,13
2343,274710237,244,25,97,9.0,3,36
2344,272596924,241,10,97,3.0,3,13
2345,274751763,242,11,99,20.0,3,0
2346,274867880,239,3,97,4.0,3,38
2347,274525484,241,21,97,4.0,3,16
2348,274801089,243,5,97,13.0,3,12
2349,274598852,242,11,99,24.0,3,15
2350,274574268,240,1,90,24.0,3,0
2351,274871008,245,2,98,4.0,3,10
2352,272661852,246,11,97,18.0,3,11
2353,203987321,255,2,97,7.0,3,18
2354,274078663,242,11,97,20.0,3,12
2355,274709792,244,21,97,16.0,3,0
2356,273059068,246,14,99,11.0,3,27
2357,274307725,254,7,97,6.0,3,16
2358,274806479,243,10,97,12.0,3,12
2359,274553877,249,21,97,10.0,3,11
2360,274937034,239,20,97,25.0,3,20
2361,274807322,244,1,97,13.0,3,14
2362,272549325,245,24,100,10.0,4,11
2363,274882553,249,3,97,1.0,3,34
2364,274620349,245,26,100,14.0,4,19
2365,274854629,256,4,101,15.0,9,19
2366,273628282,256,14,101,15.0,9,14
2367,273335147,256,14,101,13.0,9,20
2368,273225337,256,14,101,13.0,9,18
2369,274652668,257,13,101,4.0,9,14
2370,190980239,258,7,101,4.0,9,14
2371,274881466,259,24,101,7.0,9,23
2372,274508349,258,7,101,7.0,9,14
2373,274901751,258,17,101,2.0,9,25
2374,273891334,260,12,101,11.0,9,12
2375,189524201,259,9,101,7.0,9,15
2376,274624648,256,23,101,13.0,9,13
2377,274891771,260,11,101,11.0,9,15
2378,274960102,257,24,101,6.0,9,18
2379,274795789,256,14,101,15.0,9,16
2380,264431870,256,3,101,11.0,9,29
2381,274845499,259,24,101,7.0,9,18
2382,274865390,259,24,101,7.0,9,29
2383,274801067,257,16,101,10.0,9,9
2384,274551505,256,10,101,16.0,9,4
2385,274944353,256,17,101,15.0,9,9
2386,268235734,259,14,101,7.0,9,13
2387,245473963,256,4,101,16.0,9,33
2388,274665454,256,10,101,15.0,9,7
2389,274921178,257,24,101,8.0,9,11
2390,274020197,261,11,101,8.0,9,6
2391,273021276,256,12,101,15.0,9,15
2392,157836629,262,26,101,12.0,9,25
2393,273923755,263,0,101,24.0,9,28
2394,257831129,262,25,101,16.0,9,11
2395,274977652,259,19,101,45.0,9,8
2396,274712401,256,12,101,14.0,9,5
2397,246086714,262,6,101,15.0,9,10
2398,274813891,261,11,101,7.0,9,20
2399,271978720,260,1,101,19.0,9,15
2400,273803536,261,11,101,10.0,9,8
2401,274524784,259,14,101,6.0,9,13
2402,274677964,259,13,101,13.0,9,12
2403,190015387,256,23,101,10.0,9,23
2404,235501726,262,29,101,15.0,9,18
2405,273249106,257,26,101,10.0,9,12
2406,271108019,261,13,101,8.0,9,17
2407,274969160,258,26,101,0.0,9,12
2408,274144125,259,11,101,12.0,9,6
2409,274865902,257,16,101,10.0,9,12
2410,273358923,256,9,101,17.0,9,12
2411,274726985,262,6,102,18.0,2,15
2412,274697953,257,2,101,11.0,9,10
2413,274823679,262,20,101,12.0,9,6
2414,273149845,259,4,101,13.0,9,12
2415,274835682,257,24,101,6.0,9,23
2416,260813390,256,5,101,10.0,9,16
2417,269635409,259,10,101,9.0,9,12
2418,274150265,257,32,101,4.0,9,10
2419,274534469,259,3,101,15.0,9,6
2420,256965662,261,1,101,20.0,9,18
2421,273662603,260,5,101,14.0,9,20
2422,274144111,261,11,101,9.0,9,8
2423,274935359,259,3,101,18.0,9,0
2424,274721313,258,17,101,2.0,9,18
2425,275001881,256,18,101,7.0,9,16
2426,274453261,259,14,101,6.0,9,5
2427,274970196,256,21,101,12.0,9,11
2428,274715665,259,3,101,15.0,9,20
2429,274219810,256,18,101,7.0,9,13
2430,274991365,259,25,101,8.0,9,11
2431,270179334,256,6,101,18.0,9,21
2432,161249013,258,14,101,5.0,9,16
2433,274186470,256,2,101,17.0,9,21
2434,275001863,256,12,101,18.0,9,6
2435,258848733,256,2,101,17.0,9,11
2436,274146928,257,2,101,11.0,9,14
2437,274736013,258,4,101,15.0,9,12
2438,274394886,257,12,101,14.0,9,16
2439,224656841,257,17,101,4.0,9,13
2440,274772513,262,33,101,13.0,9,13
2441,273640331,259,2,101,12.0,9,10
2442,272334916,256,12,101,15.0,9,13
2443,273309611,260,15,101,8.0,9,19
2444,274684501,258,30,101,15.0,9,20
2445,274210618,262,25,101,16.0,9,11
2446,273797362,261,3,102,17.0,2,22
2447,274787402,259,11,101,11.0,9,7
2448,272422101,257,24,101,5.0,9,37
2449,274018554,256,12,101,20.0,9,23
2450,273484884,257,5,101,6.0,9,23
2451,274581445,260,1,101,15.0,9,14
2452,274595815,260,1,101,18.0,9,12
2453,273122014,259,14,101,7.0,9,15
2454,188457639,256,19,101,15.0,9,30
2455,274973957,259,15,101,11.0,9,16
2456,274778369,257,26,101,6.0,9,8
2457,268531563,256,17,101,12.0,9,22
2458,274879559,256,4,101,16.0,9,0
2459,273430634,256,12,101,14.0,9,25
2460,274151279,258,26,101,0.0,9,12
2461,274950457,256,18,101,7.0,9,17
2462,274927028,256,2,101,15.0,9,11
2463,274776348,257,9,101,4.0,9,15
2464,270642182,258,14,101,2.0,9,20
2465,274357668,256,18,101,8.0,9,16
2466,274252432,256,12,101,20.0,9,22
2467,274409413,260,21,101,6.0,9,12
2468,274804959,257,26,101,5.0,9,13
2469,274590754,258,15,101,15.0,9,21
2470,268258956,263,65,101,60.0,9,12
2471,273728408,259,9,101,15.0,9,15
2472,274455366,256,2,101,17.0,9,29
2473,199636503,259,24,101,9.0,9,10
2474,274438928,257,6,101,9.0,9,9
2475,274044567,256,18,101,7.0,9,15
2476,221950006,256,12,101,15.0,9,35
2477,274460437,256,14,101,15.0,9,21
2478,273401324,256,14,101,17.0,9,26
2479,273576623,259,24,101,7.0,9,11
2480,273629316,263,0,101,25.0,9,27
2481,252164875,262,8,101,13.0,9,21
2482,274892009,259,6,101,5.0,9,5
2483,215076160,257,16,101,10.0,9,19
2484,274364536,258,14,101,4.0,9,12
2485,256015837,256,1,102,35.0,2,19
2486,274860759,256,9,101,15.0,9,19
2487,272820375,260,12,101,11.0,9,14
2488,272899286,256,2,101,15.0,9,24
2489,274329792,256,17,101,12.0,9,6
2490,274878071,256,12,101,35.0,9,14
2491,274818776,256,4,101,14.0,9,17
2492,274865193,256,17,101,15.0,9,37
2493,273802033,262,2,102,16.0,2,19
2494,274666858,260,6,101,15.0,9,22
2495,274976950,256,19,101,12.0,9,18
2496,274333368,262,2,102,15.0,2,16
2497,274415796,259,15,101,10.0,9,25
2498,273406037,260,1,101,20.0,9,8
2499,274858223,262,8,101,19.0,9,25
2500,274456021,260,2,101,15.0,9,21
2501,273823225,259,2,101,10.0,9,27
2502,231660359,258,17,101,2.0,9,8
2503,274043534,261,11,101,10.0,9,18
2504,274922890,259,15,101,11.0,9,12
2505,274668543,261,11,101,10.0,9,20
2506,165411498,258,7,101,3.0,9,12
2507,274081921,260,1,101,19.0,9,15
2508,274665637,262,12,101,18.0,9,19
2509,274878735,256,4,101,15.0,9,18
2510,272869832,257,17,101,4.0,9,35
2511,274665152,256,29,101,11.0,9,19
2512,208487081,258,14,101,3.0,9,13
2513,271106160,262,29,101,15.0,9,41
2514,200367390,261,1,101,23.0,9,31
2515,270960062,256,4,101,15.0,9,28
2516,274312158,259,19,101,11.0,9,10
2517,242790512,256,31,101,9.0,9,11
2518,274591433,262,28,101,13.0,9,17
2519,274167098,257,32,101,5.0,9,13
2520,211839905,258,26,101,3.0,9,10
2521,274717068,258,5,101,2.0,9,17
2522,274633188,261,1,102,15.0,2,12
2523,271059762,258,14,101,3.0,9,13
2524,156543211,256,12,101,15.0,9,29
2525,274617819,257,26,101,5.0,9,22
2526,274995969,258,7,101,1.0,9,17
2527,256313430,256,4,101,12.0,9,11
2528,275001125,256,12,101,18.0,9,17
2529,273192077,257,13,101,5.0,9,15
2530,274593759,262,16,101,16.0,9,20
2531,232951806,256,12,101,19.0,9,35
2532,274689037,256,12,101,19.0,9,12
2533,261587133,256,14,101,15.0,9,29
2534,182541251,256,12,101,18.0,9,14
2535,273786281,256,2,101,17.0,9,27
2536,274394223,259,24,101,5.0,9,23
2537,268088339,256,3,101,12.0,9,38
2538,270269688,259,24,101,6.0,9,25
2539,196882651,262,39,101,15.0,9,24
2540,272657874,259,24,101,6.0,9,17
2541,273965739,256,12,101,15.0,9,17
2542,273013029,256,12,101,19.0,9,24
2543,191371080,259,11,101,7.0,9,8
2544,274064820,259,11,101,15.0,9,7
2545,273809552,256,6,101,15.0,9,17
2546,268349771,259,14,101,5.0,9,16
2547,261587243,262,4,102,17.0,2,15
2548,251423582,259,13,103,45.0,9,10
2549,262226512,262,6,101,20.0,9,10
2550,267665752,259,14,101,5.0,9,34
2551,247926392,259,17,101,12.0,9,14
2552,274891220,257,2,101,10.0,9,16
2553,267918209,260,1,101,17.0,9,9
2554,272696255,261,3,101,19.0,9,11
2555,272589386,259,13,101,10.0,9,29
2556,238895640,257,26,101,5.0,9,8
2557,274310367,256,14,101,15.0,9,30
2558,274949154,258,17,101,2.0,9,14
2559,258941369,262,14,101,17.0,9,14
2560,215564460,256,31,101,9.0,9,22
2561,223912194,262,25,101,16.0,9,15
2562,273717266,256,2,101,17.0,9,5
2563,274334753,257,6,101,13.0,9,10
2564,272800120,256,12,101,18.0,9,50
2565,274844466,264,33,71,300.0,9,11
2566,223541535,264,37,71,300.0,9,9
2567,262969971,264,37,71,300.0,9,28
2568,274720685,103,0,46,200.0,6,15
2569,274808223,103,0,46,200.0,6,17
2570,265958759,103,0,14,200.0,4,18
2571,273321303,264,37,71,300.0,9,12
2572,273472787,103,0,46,200.0,6,8
2573,274510299,103,0,71,150.0,9,14
2574,226269201,103,0,46,200.0,6,13
2575,272856715,103,0,23,150.0,1,16
2576,273239911,103,0,46,200.0,6,12
2577,273032072,103,0,46,200.0,6,9
2578,219122135,265,2,104,10.0,5,6
2579,274619381,264,37,71,300.0,9,10
2580,274891947,264,33,71,300.0,9,7
2581,265301659,266,6,23,150.0,1,18
2582,274883002,103,0,71,125.0,9,12
2583,274985723,103,0,46,200.0,6,18
2584,274842054,103,0,71,150.0,9,33
2585,207950212,264,33,23,150.0,1,19
2586,273668492,103,0,46,200.0,6,9
2587,273074841,103,0,46,200.0,6,12
2588,274473663,264,33,71,150.0,9,8
2589,274585571,103,0,46,200.0,6,12
2590,274957004,264,37,71,200.0,9,14
2591,274767922,264,33,71,150.0,9,16
2592,274860139,103,0,46,200.0,6,10
2593,274921049,103,0,46,200.0,6,16
2594,273622667,103,0,46,200.0,6,13
2595,274644956,264,33,71,300.0,9,12
2596,274290880,103,0,46,200.0,6,12
2597,274815841,264,33,82,300.0,9,16
2598,274980477,103,0,14,150.0,4,12
2599,274655409,103,0,71,150.0,9,41
2600,269580993,103,0,46,200.0,6,17
2601,272208112,103,0,105,150.0,9,49
2602,267564565,103,0,23,150.0,1,25
2603,274807604,103,0,93,175.0,3,16
2604,274984447,103,0,46,200.0,6,9
2605,274668450,264,33,23,150.0,1,15
2606,272475268,103,0,14,150.0,4,49
2607,273641891,267,0,69,150.0,9,25
2608,272030638,103,0,69,75.0,9,16
2609,273793687,264,33,71,150.0,9,12
2610,274145487,103,0,46,200.0,6,12
2611,274714383,103,0,46,200.0,6,22
2612,253171081,103,0,46,200.0,6,10
2613,262585663,103,0,46,200.0,6,16
2614,270181489,103,0,71,150.0,9,29
2615,274881381,103,0,46,200.0,6,15
2616,192338082,103,0,46,200.0,6,11
2617,254286519,103,0,46,200.0,6,28
2618,274003361,103,0,46,200.0,6,10
2619,274930927,103,0,46,200.0,6,15
2620,274741768,103,0,46,200.0,6,8
2621,242781748,264,37,71,75.0,9,13
2622,267593097,264,37,71,300.0,9,5
2623,274789568,103,0,46,200.0,6,27
2624,274077794,103,0,46,200.0,6,10
2625,274570557,103,0,46,200.0,6,11
2626,265319303,103,0,46,200.0,6,14
2627,273082162,103,0,46,200.0,6,10
2628,273853165,266,4,23,150.0,1,12
2629,273853015,266,2,23,150.0,1,14
2630,271497236,264,33,71,300.0,9,9
2631,274965916,103,0,46,200.0,6,18
2632,273991939,103,0,46,200.0,6,21
2633,274572643,103,0,46,200.0,6,15
2634,274599882,103,0,46,200.0,6,16
2635,274990109,103,0,46,200.0,6,19
2636,274064472,103,0,46,200.0,6,11
2637,264957778,103,0,46,200.0,6,8
2638,274225570,103,0,46,200.0,6,24
2639,274988443,103,0,46,200.0,6,10
2640,271680200,103,0,46,200.0,6,12
2641,271430502,103,0,46,200.0,6,11
2642,224635542,103,0,46,200.0,6,14
2643,266063508,103,0,71,150.0,9,16
2644,273636380,103,0,81,150.0,4,24
2645,264493397,103,0,46,200.0,6,19
2646,274851327,268,1824,104,10.0,5,23
2647,268382347,103,0,46,200.0,6,23
2648,274034475,103,0,46,200.0,6,11
2649,274591302,264,33,71,300.0,9,11
2650,273046345,103,0,46,200.0,6,11
2651,274764661,264,33,71,300.0,9,9
2652,274646322,264,33,71,300.0,9,17
2653,274525682,103,0,46,200.0,6,13
2654,274902120,103,0,46,200.0,6,9
2655,190000855,103,0,46,200.0,6,9
2656,255223255,266,4,23,150.0,1,10
2657,274945796,266,2,14,150.0,4,17
2658,274904234,103,0,23,200.0,1,16
2659,274463225,103,0,46,200.0,6,5
2660,267568984,103,0,46,200.0,6,9
2661,271483277,264,33,71,300.0,9,14
2662,272452323,103,0,71,200.0,9,8
2663,274662683,103,0,46,200.0,6,11
2664,274903190,103,0,14,200.0,4,16
2665,272433690,103,0,46,200.0,6,8
2666,260420717,103,0,71,200.0,9,14
2667,274803271,103,0,46,200.0,6,6
2668,274499675,103,0,46,200.0,6,14
2669,270466649,103,0,46,200.0,6,23
2670,268499326,103,0,46,200.0,6,7
2671,274990162,103,0,14,170.0,4,19
2672,274932457,103,0,14,200.0,4,9
2673,274700474,269,68,87,20.0,4,21
2674,274658536,270,2,95,5.0,4,8
2675,274775941,271,6,95,5.0,4,11
2676,272495962,272,14,81,19.0,4,10
2677,274314850,271,6,95,7.0,4,15
2678,274100979,271,6,95,6.0,4,10
2679,272150296,272,14,81,40.0,4,11
2680,271977735,271,6,95,7.0,4,10
2681,274946546,271,6,95,5.0,4,9
2682,274302973,271,6,95,5.0,4,15
2683,274875441,273,52,106,23.0,4,14
2684,270416283,271,17,95,9.0,4,12
2685,274881403,274,4,95,7.0,4,23
2686,274736266,271,6,95,5.0,4,8
2687,273780072,271,6,95,7.0,4,20
2688,250003743,275,6,95,8.0,4,12
2689,274039580,272,20,81,22.0,4,10
2690,266029609,273,52,15,36.0,3,7
2691,274927872,275,6,95,11.0,4,12
2692,274846309,271,6,95,7.0,4,22
2693,274039303,271,30,95,20.0,4,16
2694,274431652,276,78,81,9.0,4,8
2695,274345458,271,6,95,8.0,4,15
2696,273684905,271,6,95,5.0,4,12
2697,274157165,277,7,95,5.0,4,5
2698,274846847,271,6,95,7.0,4,10
2699,271930855,271,6,95,6.0,4,10
2700,271080479,271,6,95,5.0,4,11
2701,272471713,271,6,95,5.0,4,9
2702,273897332,271,6,95,6.0,4,14
2703,273859144,270,4,95,5.0,4,41
2704,271651387,271,6,95,6.0,4,15
2705,268737094,271,6,95,20.0,4,17
2706,274985506,271,6,95,5.0,4,20
2707,274044603,269,52,95,20.0,4,16
2708,274444111,271,6,95,7.0,4,14
2709,274297907,271,6,95,6.0,4,14
2710,270106957,271,6,95,6.0,4,14
2711,272389613,271,6,95,5.0,4,12
2712,274975499,278,3,95,50.0,4,9
2713,274395608,269,35,15,75.0,3,16
2714,273851187,276,74,81,95.0,4,7
2715,274867839,271,13,95,5.0,4,13
2716,274657082,275,17,81,11.0,4,7
2717,244004430,271,6,95,5.0,4,9
2718,273980148,271,6,95,6.0,4,37
2719,266050550,271,6,95,7.0,4,16
2720,274259876,279,3,91,40.0,3,22
2721,274785664,269,29,15,33.0,3,10
2722,271166699,280,9,95,13.0,4,18
2723,235819981,269,54,95,35.0,4,16
2724,274106940,271,0,95,20.0,4,22
2725,274667602,270,15,95,7.0,4,8
2726,240248220,271,30,95,20.0,4,14
2727,274897465,281,14,15,50.0,3,9
2728,273852819,282,18,87,16.0,4,7
2729,274566342,279,3,87,20.0,4,15
2730,274107245,270,9,95,5.0,4,8
2731,274803141,273,52,14,45.0,4,5
2732,272045866,282,36,95,75.0,4,10
2733,273987026,273,52,92,25.0,4,7
2734,273666004,270,19,95,9.0,4,8
2735,274663580,282,41,87,26.0,4,19
2736,274187003,282,17,87,16.0,4,12
2737,274776123,273,48,81,30.0,4,15
2738,274734056,271,34,87,15.0,4,13
2739,274101314,283,4,81,15.0,4,17
2740,273237339,284,4,87,5.0,4,25
2741,273776975,271,45,95,20.0,4,19
2742,274614023,276,74,81,8.0,4,6
2743,272974086,282,18,87,15.0,4,19
2744,274518509,282,15,87,15.0,4,7
2745,274836060,277,7,95,2.0,4,8
2746,274089336,269,18,81,5.0,4,9
2747,274897735,271,39,87,15.0,4,19
2748,268229926,280,23,95,17.0,4,15
2749,274714938,281,14,87,15.0,4,16
2750,215545795,269,27,81,25.0,4,19
2751,274707780,280,7,95,15.0,4,23
2752,274438945,271,30,87,14.0,4,10
2753,274665813,280,5,95,11.0,4,9
2754,273757556,275,20,95,14.0,4,9
2755,273814373,275,20,95,14.0,4,1
2756,271569340,270,4,95,5.0,4,9
2757,274409088,280,5,95,10.0,4,9
2758,274532104,282,35,81,50.0,4,13
2759,274703765,277,7,95,5.0,4,8
2760,274740001,271,23,95,12.0,4,15
2761,273874259,270,19,95,9.0,4,10
2762,241545961,269,34,95,12.0,4,16
2763,274749892,274,12,81,8.0,4,13
2764,273581717,274,15,81,9.0,4,12
2765,274598051,270,2,95,7.0,4,12
2766,274980705,270,2,95,7.0,4,7
2767,273265071,269,78,81,35.0,4,10
2768,246751579,282,18,93,45.0,3,18
2769,274253889,272,24,81,19.0,4,19
2770,268658168,280,21,95,17.0,4,9
2771,262266910,275,14,95,12.0,4,19
2772,273149975,271,6,95,6.0,4,11
2773,273664561,228,44,87,4.0,4,8
2774,271439027,271,6,95,5.0,4,9
2775,274455750,271,6,95,10.0,4,10
2776,273925200,271,6,95,7.0,4,7
2777,265006357,269,48,95,15.0,4,22
2778,274284988,271,6,95,6.0,4,11
2779,274982115,271,6,95,6.0,4,13
2780,272954169,277,7,95,5.0,4,8
2781,274039373,271,6,95,8.0,4,19
2782,264838504,273,52,81,85.0,4,14
2783,268092066,269,56,87,20.0,4,8
2784,274038294,270,3,95,5.0,4,7
2785,235473501,271,53,95,15.0,4,8
2786,274501726,275,14,95,15.0,4,13
2787,262059985,282,35,87,24.0,4,9
2788,274736536,272,12,95,20.0,4,13
2789,274712554,282,18,87,15.0,4,20
2790,273850502,271,21,95,10.0,4,10
2791,274384440,282,12,95,20.0,4,21
2792,274757191,271,19,95,8.0,4,8
2793,274878830,276,66,106,95.0,4,12
2794,271356771,282,41,95,75.0,4,14
2795,274860419,272,20,81,20.0,4,16
2796,245215720,275,14,95,15.0,4,14
2797,274060255,276,74,81,8.0,4,20
2798,251985546,272,16,95,25.0,4,12
2799,274270107,273,48,81,30.0,4,15
2800,242650178,271,6,95,6.0,4,19
2801,225580055,273,38,81,15.0,4,24
2802,274610113,269,26,81,9.0,4,14
2803,274999979,275,22,81,15.0,4,17
2804,215686476,282,2,87,6.0,4,21
2805,274005648,275,17,81,12.0,4,0
2806,271953931,276,74,95,10.0,4,21
2807,274850945,271,6,95,5.0,4,7
2808,273642131,272,16,95,20.0,4,14
2809,273469017,272,28,81,20.0,4,16
2810,274446712,282,23,95,40.0,4,9
2811,274871040,272,12,95,25.0,4,0
2812,274879540,280,11,95,14.0,4,0
2813,274315286,282,6,87,6.0,4,28
2814,274911097,277,7,95,5.0,4,25
2815,238870227,269,96,15,40.0,3,14
2816,258475348,274,6,95,8.0,4,28
2817,270854075,271,6,95,5.0,4,6
2818,274590762,269,68,81,20.0,4,5
2819,274664171,275,15,95,15.0,4,30
2820,274620433,280,21,95,15.0,4,24
2821,274397097,269,4,81,10.0,4,17
2822,273781098,273,48,81,20.0,4,22
2823,274759581,275,15,81,11.0,4,40
2824,271313675,269,46,81,20.0,4,17
2825,270853427,271,6,95,4.0,4,5
2826,271757627,273,48,106,20.0,4,26
2827,274851306,282,18,87,16.0,4,35
2828,274763187,269,96,15,75.0,3,7
2829,274353424,276,82,81,9.0,4,25
2830,274667114,274,12,81,8.0,4,10
2831,274488386,271,6,95,6.0,4,22
2832,270853689,271,6,95,7.0,4,6
2833,274553754,277,7,95,5.0,4,12
2834,270853413,271,6,95,6.0,4,6
2835,270853909,271,6,95,6.0,4,6
2836,219382974,271,6,95,6.0,4,11
2837,274004056,271,28,87,18.0,4,0
2838,274758203,271,6,95,5.0,4,13
2839,274522803,285,3,87,14.0,4,34
2840,274715006,271,6,95,5.0,4,9
2841,274569884,269,2,81,5.0,4,10
2842,274012080,277,11,95,6.0,4,25
2843,190061638,271,6,95,5.0,4,22
2844,272847319,271,49,81,20.0,4,25
2845,273938509,271,6,95,6.0,4,50
2846,270853787,271,6,95,6.0,4,8
2847,274868356,277,11,95,14.0,4,18
2848,155438235,271,6,95,7.0,4,24
2849,274828175,271,6,95,6.0,4,14
2850,272379342,271,6,95,8.0,4,18
2851,240275654,271,6,95,5.0,4,35
2852,247370610,271,6,95,5.0,4,28
2853,273102357,271,6,95,3.0,4,40
2854,235801221,271,6,95,5.0,4,25
2855,256067535,271,7,95,2.0,4,20
2856,270738462,269,14,81,7.0,4,24
2857,274619519,269,31,15,50.0,3,20
2858,274666947,275,20,81,10.0,4,12
2859,274738864,282,42,106,10.0,4,25
2860,273802288,269,48,81,24.0,4,18
2861,272600441,269,28,81,11.0,4,17
2862,261474673,279,3,92,10.0,4,7
2863,274619019,279,3,93,40.0,3,7
2864,274375597,282,37,87,25.0,4,8
2865,273690057,273,52,15,35.0,3,11
2866,273873076,272,22,81,20.0,4,19
2867,274538812,282,29,87,15.0,4,12
2868,273808862,282,5,87,5.0,4,9
2869,274834969,273,52,81,25.0,4,22
2870,272368546,282,29,87,15.0,4,11
