,ID,Street_cat,House №,Metro_cat,Time to metro,District_cat,Photos count
8470,271423037,484,6,26,2.0,1,39
8471,273646620,495,2,19,11.0,1,21
8472,274795507,911,33,23,4.0,1,9
8473,267130318,47,10,20,5.0,1,24
8474,270182394,912,5,23,5.0,1,21
8475,274165968,495,15,188,9.0,5,8
8476,274339034,495,2,19,11.0,1,26
8477,269085592,908,8,19,5.0,1,14
8478,268822056,908,5,19,5.0,1,20
8479,269687273,908,8,19,5.0,1,14
8480,269933316,909,11,21,9.0,1,24
8481,271271126,908,8,175,5.0,1,14
8482,274621914,909,3,177,5.0,1,15
8483,272501561,484,6,26,4.0,1,25
8484,274596901,478,21,175,0.0,1,13
8485,274009459,478,21,175,4.0,1,13
8486,271911283,909,3,177,5.0,1,14
8487,263381361,909,3,177,5.0,1,14
8488,271778736,478,21,175,4.0,1,14
8489,211973469,909,11,175,6.0,1,16
8490,274973987,913,7,229,8.0,1,16
8491,274011942,914,11,25,4.0,1,7
8492,274345431,911,10,188,10.0,5,14
8493,274807502,915,5,188,10.0,5,23
8494,216468465,914,11,175,5.0,1,7
8495,274675198,916,19,211,10.0,1,22
8496,262045985,908,33,25,6.0,1,17
8497,220901010,917,22,229,5.0,1,11
8498,274795875,103,0,229,3.0,1,21
8499,274238066,495,17,188,9.0,5,17
8500,274847549,918,8,188,3.0,5,6
8501,267111738,911,10,23,7.0,1,24
8502,259615087,919,7,229,5.0,1,20
8503,274729644,917,10,229,7.0,1,17
8504,273192102,909,19,175,5.0,1,50
8505,261684432,908,33,26,5.0,1,17
8506,215016493,909,11,26,6.0,1,8
8507,272170714,478,17,26,2.0,1,43
8508,274570839,917,19,229,3.0,1,39
8509,274496893,920,12,229,8.0,1,9
8510,272207539,908,33,26,5.0,1,36
8511,268828641,495,2,19,8.0,1,15
8512,271149824,921,38,23,6.0,1,21
8513,274921023,922,13,229,1.0,1,16
8514,273746516,495,2,19,10.0,1,39
8515,274749891,917,9,229,7.0,1,14
8516,273479138,495,2,19,10.0,1,15
8517,269050754,908,8,25,7.0,1,20
8518,272696349,908,8,21,12.0,1,25
8519,273798648,495,2,19,9.0,1,44
8520,274429831,478,21,26,3.0,1,36
8521,267250140,909,3,175,9.0,1,18
8522,271427158,923,7,26,5.0,1,34
8523,271978037,103,0,229,5.0,1,8
8524,274731644,911,33,23,7.0,1,13
8525,188542620,917,10,229,8.0,1,14
8526,273339564,924,10,25,5.0,1,10
8527,274994102,922,13,229,1.0,1,16
8528,268824615,925,4,229,3.0,1,20
8529,273277458,912,5,23,6.0,1,11
8530,273359122,909,19,26,4.0,1,6
8531,273195871,922,7,229,4.0,1,8
8532,271791611,912,5,23,5.0,1,36
8533,264948976,495,2,19,11.0,1,9
8534,271245509,911,27,20,10.0,1,11
8535,274952372,917,9,229,7.0,1,19
8536,274831130,917,9,229,6.0,1,17
8537,269626896,52,28,20,8.0,1,23
8538,270174979,908,5,19,3.0,1,24
8539,271633565,495,2,19,10.0,1,40
8540,274301060,478,21,26,2.0,1,25
8541,271312183,920,1,229,5.0,1,11
8542,270739685,910,7,229,8.0,1,12
8543,272956189,922,13,229,1.0,1,8
8544,273961783,911,8,239,7.0,1,23
8545,271700604,916,19,229,9.0,1,14
8546,274353635,910,3,229,6.0,1,15
8547,274927039,911,33,23,10.0,1,0
8548,274879295,911,10,23,10.0,1,0
8549,274946563,914,21,175,8.0,1,8
8550,267934798,922,7,23,4.0,1,18
8551,274783874,920,1,229,3.0,1,36
8552,226746075,497,2,23,5.0,1,7
8553,272956396,478,13,26,5.0,1,2
8554,238447387,917,8,229,9.0,1,28
8555,274638827,918,8,188,3.0,5,23
8556,247031105,911,10,23,10.0,1,29
8557,272586179,495,2,19,11.0,1,21
8558,274893918,907,4,19,5.0,1,9
8559,273533747,926,15,25,4.0,1,23
8560,271774950,478,13,26,5.0,1,8
8561,269252611,796,17,188,6.0,5,24
8562,254435347,927,2,229,5.0,1,13
8563,271241650,911,10,23,11.0,1,14
8564,263673284,916,17,229,10.0,1,41
8565,274343083,907,4,19,4.0,1,9
8566,274341330,917,24,229,3.0,1,17
8567,272641616,917,19,229,3.0,1,19
8568,269688489,916,33,229,6.0,1,20
8569,268828065,925,4,229,4.0,1,19
8570,271890695,495,2,19,8.0,1,15
8571,271350805,911,12,239,3.0,1,29
8572,271351322,911,12,239,3.0,1,27
8573,272940811,925,4,229,3.0,1,13
8574,274997787,917,19,229,4.0,1,6
8575,273475289,912,5,188,8.0,5,16
8576,273102710,912,5,23,5.0,1,42
8577,273700097,922,3,23,3.0,1,25
8578,273473561,103,0,229,5.0,1,7
8579,270225128,478,35,25,1.0,1,7
8580,212177722,914,11,25,4.0,1,22
8581,273336589,47,10,20,7.0,1,16
8582,273337902,47,10,20,7.0,1,16
8583,274411055,918,8,188,2.0,5,16
8584,272579496,47,10,20,9.0,1,17
8585,274067138,920,7,229,6.0,1,17
8586,274809702,928,47,20,11.0,1,35
8587,270503540,47,10,20,4.0,1,12
8588,274801079,923,8,25,3.0,1,17
8589,273121734,922,7,23,3.0,1,21
8590,270845688,911,27,20,11.0,1,19
8591,264949125,495,2,19,11.0,1,9
8592,273443873,912,5,23,5.0,1,15
8593,272087760,495,2,19,9.0,1,13
8594,274731315,495,0,19,10.0,1,21
8595,267853508,495,2,19,8.0,1,12
8596,273858892,495,0,19,7.0,1,21
8597,274946024,917,9,229,7.0,1,14
8598,274889346,917,9,229,6.0,1,21
8599,268865581,495,2,19,8.0,1,20
8600,271801224,495,0,19,10.0,1,18
8601,270441944,52,30,20,6.0,1,12
8602,269797008,908,8,19,6.0,1,15
8603,274660034,929,4,25,3.0,1,24
8604,269490461,908,8,26,12.0,1,18
8605,227091052,908,8,19,5.0,1,15
8606,271914108,52,28,20,7.0,1,24
8607,270847217,478,35,25,3.0,1,13
8608,274077350,495,2,19,8.0,1,20
8609,274460046,478,21,25,2.0,1,31
8610,272182890,930,1,25,1.0,1,20
8611,270972688,52,28,19,11.0,1,27
8612,270496619,908,8,19,5.0,1,28
8613,268958516,909,11,26,5.0,1,23
8614,269084469,909,11,175,5.0,1,16
8615,274248206,931,19,188,1.0,5,23
8616,274083649,909,11,25,9.0,1,14
8617,269686100,909,11,26,6.0,1,17
8618,269852008,908,8,25,7.0,1,20
8619,269131974,909,11,175,5.0,1,10
8620,274185987,931,19,188,4.0,5,23
8621,272469973,909,11,177,5.0,1,11
8622,270591826,908,8,19,5.0,1,18
8623,273108236,908,8,19,5.0,1,13
8624,274044256,478,21,175,3.0,1,12
8625,272179535,478,21,175,30.0,1,22
8626,273688766,478,21,175,5.0,1,10
8627,268789776,909,3,177,5.0,1,14
8628,273785166,478,17,26,5.0,1,14
8629,272527827,484,6,25,3.0,1,17
8630,274508865,923,7,175,5.0,1,20
8631,157973353,932,5,23,10.0,1,26
8632,269648292,908,8,19,5.0,1,16
8633,272565016,478,15,26,3.0,1,12
8634,271249110,933,13,132,15.0,3,18
8635,268165241,370,27,132,15.0,3,9
8636,273900614,583,9,132,4.0,3,8
8637,273639041,370,27,132,16.0,3,15
8638,264305774,934,14,132,7.0,3,14
8639,273855118,583,9,132,4.0,3,8
8640,272928230,933,13,132,15.0,3,15
8641,274258331,365,20,132,25.0,3,10
8642,258421337,933,19,132,18.0,3,6
8643,274709386,583,6,132,9.0,3,13
8644,273606714,583,7,132,6.0,3,11
8645,274981125,933,19,132,18.0,3,21
8646,274344812,934,38,132,10.0,3,15
8647,274643299,365,52,132,12.0,3,16
8648,272456150,583,17,132,3.0,3,6
8649,274903381,935,11,130,18.0,3,8
8650,274264291,933,11,130,29.0,3,23
8651,215568322,370,59,132,6.0,3,9
8652,271810844,370,28,132,15.0,3,17
8653,274057765,583,17,132,8.0,3,9
8654,208999216,367,2,132,21.0,3,12
8655,274849317,583,9,132,4.0,3,7
8656,266705170,935,11,130,10.0,3,6
8657,274625441,555,1,132,4.0,3,20
8658,154876432,585,1,132,15.0,3,16
8659,273893050,365,36,132,13.0,3,6
8660,271907970,934,2,132,7.0,3,14
8661,274180385,933,13,132,15.0,3,18
8662,273410927,365,56,132,12.0,3,8
8663,273635603,370,34,132,10.0,3,15
8664,221667313,936,7,132,4.0,3,11
8665,274921110,370,27,132,15.0,3,3
8666,274401008,370,30,132,14.0,3,17
8667,274085805,933,19,132,18.0,3,7
8668,274593497,585,5,132,11.0,3,9
8669,274923968,370,45,132,13.0,3,18
8670,271439435,934,13,132,9.0,3,16
8671,273272321,934,4,132,8.0,3,13
8672,274535113,365,54,132,12.0,3,10
8673,267965006,934,38,132,10.0,3,15
8674,274997799,583,30,132,14.0,3,13
8675,268130869,370,37,132,9.0,3,6
8676,261621547,583,3,132,5.0,3,12
8677,269254140,583,15,132,4.0,3,29
8678,274214558,583,1,132,8.0,3,25
8679,273761245,936,22,132,4.0,3,18
8680,274340108,933,13,132,19.0,3,8
8681,274362850,585,5,132,10.0,3,8
8682,274054517,933,19,132,18.0,3,23
8683,274893072,583,10,132,11.0,3,28
8684,273402526,936,22,132,5.0,3,17
8685,274522048,934,19,132,11.0,3,16
8686,274664973,933,13,132,19.0,3,20
8687,274745005,555,5,132,7.0,3,10
8688,274669435,583,30,132,14.0,3,13
8689,274141274,583,7,132,7.0,3,10
8690,272043391,583,25,132,15.0,3,25
8691,274952700,934,5,132,9.0,3,11
8692,268736154,934,26,132,9.0,3,26
8693,189756141,935,11,132,18.0,3,23
8694,272779706,555,7,132,6.0,3,22
8695,274550322,936,22,132,5.0,3,9
8696,274352216,585,2,132,10.0,3,18
8697,274981434,936,22,132,5.0,3,10
8698,271260353,933,11,132,15.0,3,28
8699,274899184,933,9,132,16.0,3,31
8700,232555857,934,4,132,8.0,3,24
8701,274094876,583,9,132,115.0,3,8
8702,274473268,555,14,132,7.0,3,22
8703,274378811,934,24,132,6.0,3,9
8704,274945512,555,14,132,5.0,3,17
8705,274831299,583,7,132,2.0,3,2
8706,273401528,585,12,132,8.0,3,46
8707,273859388,583,30,132,13.0,3,13
8708,271673972,936,3,132,2.0,3,10
8709,271661217,936,3,132,2.0,3,10
8710,271051254,583,7,132,4.0,3,23
8711,273449903,583,30,132,14.0,3,9
8712,273726703,365,26,132,15.0,3,5
8713,274907207,583,4,132,13.0,3,15
8714,274779216,933,13,132,19.0,3,14
8715,274518607,365,30,132,14.0,3,10
8716,273682679,370,28,132,15.0,3,14
8717,251792950,365,54,132,10.0,3,14
8718,273695051,933,19,132,18.0,3,10
8719,274045115,934,2,132,8.0,3,15
8720,204883618,370,24,132,18.0,3,18
8721,206692191,370,57,132,3.0,3,18
8722,274970355,934,24,132,6.0,3,7
8723,274948843,583,20,132,7.0,3,6
8724,274631062,934,3,132,9.0,3,12
8725,274618910,365,22,132,15.0,3,11
8726,274660562,933,19,132,18.0,3,13
8727,203717379,365,31,132,15.0,3,11
8728,274110384,370,24,132,15.0,3,15
8729,274409038,370,29,132,12.0,3,14
8730,274096222,555,7,132,6.0,3,8
8731,265413614,934,19,132,11.0,3,12
8732,268667985,585,1,132,14.0,3,11
8733,233462094,583,7,132,5.0,3,7
8734,274569368,934,26,132,9.0,3,14
8735,274872956,370,41,132,10.0,3,12
8736,273599310,365,30,132,15.0,3,22
8737,274620830,585,12,132,8.0,3,12
8738,272906921,370,63,132,7.0,3,14
8739,244150785,936,3,132,2.0,3,14
8740,274650375,934,12,132,7.0,3,22
8741,273496792,583,16,132,2.0,3,15
8742,274142380,583,7,132,7.0,3,10
8743,273550694,583,3,132,8.0,3,17
8744,274657752,583,22,132,115.0,3,19
8745,274881361,936,0,132,5.0,3,11
8746,273441096,583,17,132,5.0,3,22
8747,274568180,365,31,132,18.0,3,13
8748,274522898,365,52,132,13.0,3,14
8749,155011589,936,3,132,1.0,3,13
8750,241722309,583,22,132,8.0,3,14
8751,273345484,934,12,132,5.0,3,22
8752,274686331,365,31,132,75.0,3,7
8753,274424112,585,17,132,7.0,3,12
8754,265556257,365,52,132,13.0,3,13
8755,250753495,934,2,132,5.0,3,16
8756,274464300,365,31,132,17.0,3,10
8757,274218683,933,13,132,19.0,3,11
8758,231656842,365,54,132,12.0,3,21
8759,206625522,583,30,132,12.0,3,27
8760,272781274,365,50,132,11.0,3,11
8761,274983897,583,7,132,5.0,3,12
8762,256573931,365,48,132,12.0,3,12
8763,274377074,933,13,132,29.0,3,15
8764,271106526,555,9,132,5.0,3,12
8765,206084947,367,2,130,11.0,3,15
8766,272528855,370,59,132,6.0,3,17
8767,274681282,934,5,132,6.0,3,13
8768,226637516,555,1,132,6.0,3,10
8769,159253784,934,24,132,7.0,3,10
8770,257387376,583,30,132,12.0,3,21
8771,151493051,370,49,132,6.0,3,6
8772,271542889,934,14,132,7.0,3,33
8773,274642844,933,13,132,10.0,3,11
8774,274583371,934,4,132,10.0,3,11
8775,274720765,365,22,132,50.0,3,19
8776,274663658,934,32,132,9.0,3,6
8777,242436883,933,11,132,15.0,3,13
8778,274310880,555,5,132,7.0,3,10
8779,274897764,583,15,132,4.0,3,8
8780,274485563,583,1,132,9.0,3,12
8781,196342745,370,59,132,3.0,3,14
8782,274192646,555,5,132,5.0,3,10
8783,267446107,133,39,49,17.0,6,7
8784,273782036,133,39,49,15.0,6,14
8785,267771276,937,24,52,13.0,6,5
8786,274835996,133,12,52,7.0,6,8
8787,273925125,133,12,52,7.0,6,18
8788,172465750,937,17,52,11.0,6,13
8789,275004828,938,29,49,11.0,6,1
8790,274995577,143,14,50,12.0,6,17
8791,274620258,939,11,52,10.0,6,16
8792,224452424,133,12,52,5.0,6,18
8793,274778698,937,17,52,12.0,6,10
8794,274867398,133,14,52,10.0,6,9
8795,274716460,133,20,240,15.0,8,7
8796,272614200,939,9,240,20.0,8,11
8797,274754960,940,43,240,15.0,8,12
8798,224825965,938,27,49,7.0,6,29
8799,248237515,133,14,52,8.0,6,12
8800,274985991,941,15,49,4.0,6,10
8801,272119337,938,27,49,10.0,6,17
8802,156679179,938,15,49,12.0,6,10
8803,167320732,133,51,50,15.0,6,9
8804,273824707,938,7,49,15.0,6,21
8805,274732781,133,47,50,17.0,6,11
8806,273811803,938,20,49,16.0,6,9
8807,274756055,133,13,62,18.0,6,10
8808,274337610,940,43,240,14.0,8,8
8809,274762906,939,19,52,16.0,6,11
8810,273670396,133,37,49,19.0,6,22
8811,274398222,938,35,50,13.0,6,19
8812,274602972,942,19,49,10.0,6,12
8813,252943389,941,15,49,8.0,6,23
8814,274707211,937,28,52,6.0,6,14
8815,273012304,942,24,49,12.0,6,16
8816,273925077,133,45,241,20.0,8,18
8817,269294935,938,20,49,13.0,6,11
8818,274985134,938,27,49,10.0,6,10
8819,274017716,938,27,49,8.0,6,16
8820,274950392,938,17,49,10.0,6,12
8821,274249538,941,9,49,10.0,6,14
8822,258912981,938,14,62,19.0,6,12
8823,273532192,143,22,50,13.0,6,10
8824,273219644,143,27,50,17.0,6,16
8825,273253017,938,14,52,14.0,6,3
8826,274835998,133,31,49,15.0,6,8
8827,274314871,938,20,49,13.0,6,15
8828,274440371,133,51,50,18.0,6,14
8829,273516768,940,43,240,17.0,8,18
8830,274828046,133,13,52,13.0,6,0
8831,273866657,133,14,52,9.0,6,9
8832,232362985,937,22,52,14.0,6,16
8833,274739298,143,25,50,12.0,6,13
8834,274041193,937,28,52,14.0,6,10
8835,273926694,942,3,49,15.0,6,23
8836,266801987,938,27,49,13.0,6,26
8837,274685640,938,44,50,16.0,6,10
8838,273778256,143,23,50,9.0,6,9
8839,274157770,940,43,240,15.0,8,18
8840,274067131,940,43,52,15.0,6,18
8841,274925489,133,22,52,19.0,6,23
8842,274781911,133,13,52,13.0,6,16
8843,270179850,143,22,50,11.0,6,13
8844,274683746,938,5,62,16.0,6,13
8845,274195102,940,43,52,17.0,6,8
8846,274966614,938,9,49,10.0,6,8
8847,274826429,133,43,49,21.0,6,4
8848,272835846,143,14,50,12.0,6,6
8849,274397096,133,15,52,10.0,6,11
8850,274758980,133,16,52,10.0,6,12
8851,274998405,939,3,52,7.0,6,8
8852,273773221,940,43,52,9.0,6,50
8853,274731935,143,22,50,15.0,6,13
8854,274623676,937,28,52,12.0,6,18
8855,273829434,938,12,49,15.0,6,14
8856,274859280,942,5,49,12.0,6,11
8857,274056479,940,43,52,10.0,6,20
8858,273792252,940,43,240,15.0,8,19
8859,269860139,143,18,50,13.0,6,8
8860,274255385,942,18,49,13.0,6,11
8861,274974718,938,17,49,7.0,6,13
8862,274902439,939,11,52,10.0,6,12
8863,274435581,143,22,50,15.0,6,18
8864,215229282,133,12,52,5.0,6,7
8865,154317462,941,15,49,8.0,6,11
8866,274932540,133,51,227,17.0,5,10
8867,250121653,133,19,49,12.0,6,20
8868,260865697,133,21,50,25.0,6,16
8869,272065985,942,4,49,17.0,6,22
8870,274406117,937,24,52,14.0,6,4
8871,274284840,133,51,50,20.0,6,15
8872,273693905,942,4,49,10.0,6,11
8873,274972287,143,23,50,11.0,6,11
8874,272953103,938,13,62,20.0,6,23
8875,274987706,937,20,52,15.0,6,18
8876,274905380,937,20,240,16.0,8,17
8877,274879863,938,15,49,12.0,6,12
8878,271995550,938,5,62,16.0,6,10
8879,273107870,938,44,50,14.0,6,16
8880,274382153,133,13,52,13.0,6,11
8881,274201910,938,4,53,17.0,5,21
8882,271360786,938,7,49,15.0,6,12
8883,267514488,938,7,49,15.0,6,9
8884,274672892,941,15,49,10.0,6,20
8885,235627951,938,14,52,15.0,6,10
8886,228461131,143,22,50,17.0,6,20
8887,209101984,938,12,62,16.0,6,14
8888,274998074,938,40,50,16.0,6,14
8889,269792071,940,43,52,11.0,6,10
8890,253804191,941,15,49,9.0,6,7
8891,273407482,938,20,49,12.0,6,24
8892,274548841,133,31,49,20.0,6,8
8893,273533303,939,19,52,16.0,6,19
8894,258159736,143,23,50,10.0,6,14
8895,274757577,133,12,52,8.0,6,9
8896,274873645,133,37,241,20.0,8,12
8897,274634182,938,29,49,7.0,6,10
8898,274498840,938,35,49,18.0,6,9
8899,274757662,937,28,52,12.0,6,10
8900,236995545,133,51,241,15.0,8,8
8901,274402147,938,17,49,12.0,6,15
8902,274893394,133,47,241,35.0,8,6
8903,274945632,942,3,49,15.0,6,16
8904,274855223,938,20,49,15.0,6,14
8905,274732131,280,29,106,10.0,4,5
8906,274794338,273,41,81,9.0,4,9
8907,274849188,273,41,106,5.0,4,33
8908,274949744,273,29,81,5.0,4,20
8909,274692291,276,69,106,12.0,4,9
8910,274945246,273,19,81,2.0,4,5
8911,269131419,273,41,81,10.0,4,14
8912,273110684,280,49,106,3.0,4,9
8913,274797786,943,17,106,15.0,4,22
8914,274602995,280,31,81,8.0,4,32
8915,264252843,276,112,106,8.0,4,15
8916,274089652,273,15,81,5.0,4,12
8917,274930859,280,71,106,10.0,4,10
8918,274493633,273,41,81,10.0,4,5
8919,238065875,280,43,106,3.0,4,7
8920,273087205,276,98,81,5.0,4,6
8921,274645046,612,26,106,1.0,4,22
8922,274635011,944,1,14,18.0,4,6
8923,273215534,280,29,106,10.0,4,10
8924,273555367,276,124,106,13.0,4,16
8925,274189395,280,51,106,3.0,4,17
8926,271818486,273,5,81,3.0,4,15
8927,274877218,280,49,106,3.0,4,13
8928,274750575,276,98,81,7.0,4,49
8929,273256265,944,7,14,15.0,4,8
8930,273254308,280,44,106,6.0,4,5
8931,274903548,280,71,106,10.0,4,9
8932,274261604,280,44,81,50.0,4,7
8933,266537221,276,112,106,7.0,4,6
8934,274639404,280,47,106,5.0,4,11
8935,190606674,276,102,81,10.0,4,18
8936,273086130,612,5,106,5.0,4,7
8937,274930856,273,13,81,1.0,4,11
8938,274099402,612,5,106,5.0,4,10
8939,274860236,280,71,106,12.0,4,5
8940,273259142,276,98,81,5.0,4,8
8941,271623130,273,5,81,2.0,4,12
8942,274661831,276,128,106,15.0,4,9
8943,274552517,612,20,106,5.0,4,16
8944,274155936,273,13,81,2.0,4,15
8945,274578462,612,20,106,5.0,4,13
8946,274953080,276,108,81,7.0,4,27
8947,273681774,280,69,106,9.0,4,13
8948,273422298,944,1,14,18.0,4,5
8949,274707622,273,19,81,5.0,4,12
8950,274804947,944,1,106,16.0,4,5
8951,274932315,273,41,81,9.0,4,6
8952,273520110,276,130,106,14.0,4,19
8953,177934404,280,37,81,10.0,4,39
8954,273341894,276,112,106,95.0,4,18
8955,274658753,276,92,81,4.0,4,6
8956,263191338,273,11,81,2.0,4,16
8957,273691284,280,51,106,1.0,4,13
8958,272370447,612,8,106,6.0,4,11
8959,274133916,276,92,81,5.0,4,18
8960,274214022,273,29,106,85.0,4,15
8961,273009935,276,118,106,95.0,4,28
8962,273537972,273,29,81,25.0,4,7
8963,274337605,276,130,106,13.0,4,6
8964,274879542,612,18,106,5.0,4,0
8965,269862688,943,9,106,12.0,4,14
8966,274046006,280,44,106,6.0,4,16
8967,271746093,276,118,106,13.0,4,13
8968,271582924,273,5,81,4.0,4,10
8969,154301088,273,17,81,4.0,4,26
8970,274867973,273,29,81,7.0,4,13
8971,274937286,276,108,106,7.0,4,15
8972,273694466,273,41,81,8.0,4,13
8973,274281413,273,17,81,4.0,4,36
8974,273471167,280,44,106,13.0,4,12
8975,271361028,276,112,106,7.0,4,10
8976,274952675,280,71,106,10.0,4,13
8977,274919082,612,18,106,5.0,4,11
8978,274169173,612,7,106,14.0,4,15
8979,265910493,276,92,95,30.0,4,11
8980,218380464,612,18,81,9.0,4,13
8981,274756056,612,18,106,5.0,4,34
8982,274023029,943,6,106,7.0,4,13
8983,274289650,276,0,106,16.0,4,27
8984,274993374,276,112,106,8.0,4,8
8985,272155915,280,61,106,5.0,4,14
8986,274596840,276,120,106,13.0,4,16
8987,271797418,273,4,81,8.0,4,20
8988,274899107,612,12,106,5.0,4,0
8989,274017727,280,33,106,8.0,4,20
8990,274657660,276,112,106,8.0,4,23
8991,211891924,280,61,106,5.0,4,16
8992,274830085,276,112,106,7.0,4,14
8993,274645891,612,11,106,4.0,4,11
8994,235232581,612,12,106,7.0,4,20
8995,274981463,280,29,81,9.0,4,0
8996,274842126,276,112,106,95.0,4,18
8997,274008093,273,41,106,10.0,4,21
8998,274218349,943,10,106,9.0,4,15
8999,273966510,612,8,106,8.0,4,20
9000,267132333,276,114,106,10.0,4,9
9001,274644320,943,10,106,10.0,4,13
9002,274288896,280,44,106,6.0,4,16
9003,272776942,280,51,106,3.0,4,14
9004,249922480,273,17,81,3.0,4,12
9005,274218740,276,96,81,6.0,4,23
9006,274893908,276,69,81,18.0,4,8
9007,274252397,276,69,106,20.0,4,13
9008,274932482,276,108,106,8.0,4,10
9009,274944991,280,51,106,1.0,4,16
9010,274721595,273,29,81,7.0,4,20
9011,274949532,273,29,81,7.0,4,6
9012,272939097,276,128,106,16.0,4,13
9013,240403887,944,8,106,15.0,4,13
9014,274379235,276,108,106,8.0,4,35
9015,274185097,280,71,106,12.0,4,22
9016,272003973,612,20,106,5.0,4,16
9017,274624823,612,16,106,5.0,4,25
9018,274811324,280,61,106,5.0,4,14
9019,273075125,273,41,81,5.0,4,22
9020,274181899,280,57,106,4.0,4,15
9021,274508033,273,17,81,3.0,4,39
9022,272686360,273,29,81,7.0,4,20
9023,272946771,280,57,106,4.0,4,14
9024,274949037,280,44,106,6.0,4,6
9025,274980230,280,61,106,5.0,4,12
9026,273682541,273,41,81,7.0,4,39
9027,274964189,188,30,74,15.0,7,13
9028,274986166,663,45,74,3.0,7,15
9029,272130029,655,27,74,14.0,7,17
9030,242459284,656,9,74,7.0,7,13
9031,274107632,188,41,74,17.0,7,8
9032,234380698,655,31,74,17.0,7,7
9033,274352871,945,1,74,12.0,7,24
9034,273479493,655,34,74,19.0,7,15
9035,274753470,663,31,74,6.0,7,12
9036,273875628,649,11,74,12.0,7,21
9037,269953685,650,30,218,6.0,5,13
9038,271003942,655,15,74,5.0,7,14
9039,274320910,655,5,74,5.0,7,16
9040,274585358,192,10,74,5.0,7,25
9041,274808612,663,16,79,12.0,7,11
9042,268442948,656,8,74,5.0,7,30
9043,274850937,663,16,75,15.0,5,13
9044,274357879,650,30,79,22.0,7,12
9045,274455170,192,4,74,4.0,7,23
9046,274252745,672,1,79,15.0,7,9
9047,274626341,672,46,79,7.0,7,11
9048,262491650,663,55,74,11.0,7,15
9049,274807184,674,7,79,5.0,7,13
9050,272857172,679,3,79,6.0,7,27
9051,273895162,663,16,79,16.0,7,9
9052,253844868,656,1,74,2.0,7,30
9053,274056626,663,40,79,9.0,7,17
9054,274936228,192,22,74,6.0,7,9
9055,274372267,682,13,218,15.0,5,22
9056,274965724,655,11,74,9.0,7,13
9057,274778335,655,19,74,9.0,7,15
9058,271201391,672,22,218,17.0,5,19
9059,166356281,656,9,74,5.0,7,14
9060,271985937,945,3,74,7.0,7,19
9061,274930715,650,34,218,11.0,5,4
9062,265518319,192,22,74,8.0,7,6
9063,274329758,663,45,74,3.0,7,15
9064,247794156,655,14,74,3.0,7,12
9065,274645064,184,165,79,6.0,7,13
9066,274447880,663,43,74,3.0,7,6
9067,274803323,682,5,218,17.0,5,16
9068,274881646,192,32,73,12.0,7,13
9069,274503091,655,19,74,9.0,7,6
9070,274732289,192,28,74,10.0,7,18
9071,274807997,655,26,74,13.0,7,26
9072,274673939,682,37,79,12.0,7,20
9073,274598030,672,21,79,11.0,7,10
9074,268983705,663,39,74,4.0,7,12
9075,274736292,656,18,79,10.0,7,7
9076,189495542,656,3,74,1.0,7,15
9077,272760500,945,15,74,15.0,7,16
9078,274806377,672,14,79,20.0,7,23
9079,273599356,946,11,79,35.0,7,12
9080,273094173,656,20,79,13.0,7,16
9081,273265069,945,22,74,17.0,7,9
9082,274828319,681,30,74,16.0,7,21
9083,274844397,192,22,74,19.0,7,22
9084,274450512,655,6,74,7.0,7,22
9085,274268671,192,10,74,7.0,7,35
9086,274949014,672,1,218,10.0,5,7
9087,274876585,663,58,74,9.0,7,15
9088,274790919,655,25,74,12.0,7,14
9089,274939306,650,34,79,50.0,7,14
9090,274985435,663,26,79,10.0,7,19
9091,274668940,681,34,74,17.0,7,13
9092,232324484,674,4,79,6.0,7,10
9093,274609399,650,13,218,19.0,5,24
9094,274144046,663,16,75,15.0,5,13
9095,214488843,946,9,79,28.0,7,10
9096,274108095,679,21,79,18.0,7,8
9097,274659093,659,11,79,8.0,7,14
9098,274344816,672,5,79,16.0,7,6
9099,274076062,663,26,79,10.0,7,10
9100,273816200,672,27,79,9.0,7,12
9101,272590139,663,57,74,13.0,7,10
9102,274424058,650,34,218,16.0,5,17
9103,273773309,650,8,79,20.0,7,18
9104,265168258,650,7,79,35.0,7,22
9105,273588824,655,30,74,19.0,7,11
9106,274213843,659,13,79,9.0,7,16
9107,274672044,656,5,74,5.0,7,15
9108,274790930,663,38,79,10.0,7,29
9109,274939032,682,3,218,10.0,5,12
9110,273180682,656,8,74,3.0,7,12
9111,271493008,946,9,75,11.0,5,11
9112,274239999,674,9,79,9.0,7,14
9113,274826492,672,36,79,8.0,7,11
9114,274437692,184,118,79,5.0,7,0
9115,274539838,650,22,79,17.0,7,25
9116,274384599,184,108,79,3.0,7,9
9117,274641461,945,3,74,14.0,7,16
9118,268999474,681,5,79,4.0,7,12
9119,157322601,674,12,79,8.0,7,14
9120,274008438,188,41,74,17.0,7,7
9121,274953723,672,46,79,7.0,7,23
9122,271180365,946,23,218,7.0,5,18
9123,271568814,184,165,79,5.0,7,19
9124,274804935,650,34,79,50.0,7,10
9125,274966125,682,43,79,10.0,7,9
9126,274826902,184,165,79,3.0,7,6
9127,273852156,189,9,74,18.0,7,13
9128,193227466,681,16,74,13.0,7,23
9129,274055479,184,165,79,3.0,7,9
9130,274033519,650,27,79,50.0,7,20
9131,249099530,681,32,74,15.0,7,24
9132,274991801,682,1,218,14.0,5,9
9133,274222739,650,15,79,30.0,7,15
